"qseqid","sseqid","protein","drugs","nod","pident","len","mis","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"822599143","AKH87424.1","Genome polyprotein","DB01693 DB01752","2","66.92","263","86","1","1","263","3029","3290","2.00E-116","369"
"822599143","AKH87424.1","Genome polyprotein","DB04137","1","28","125","66","5","52","172","3664","3768","5.00E-05","42"
"822599143","AKH87424.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","154","172","214","232","2.3","27.3"
"822599143","AKH87424.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","32","71","280","321","3.3","26.6"
"822599143","AKH87424.1","Vascular endothelial growth factor receptor 1","DB00398 DB01268 DB04879 DB05075 DB05913 DB06080 DB06101 DB06589 DB06626 DB07288 DB08896 DB09078 DB09079","13","50","14","7","0","177","190","146","159","5","26.2"
"734568019","AJA06126.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"734568019","AJA06126.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"734568019","AJA06126.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"734568019","AJA06126.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"734568019","AJA06126.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"734568019","AJA06126.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"734568019","AJA06126.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"734568019","AJA06126.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"734568019","AJA06126.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"735687707","AJA40024.1","Genome polyprotein","DB04473","1","69.7","264","78","2","1","263","2996","3258","1.00E-120","381"
"735687707","AJA40024.1","Genome polyprotein","DB01693 DB01752","2","66.16","263","88","1","1","263","2995","3256","2.00E-115","365"
"735687707","AJA40024.1","Genome polyprotein","DB04137","1","25.26","190","96","6","28","206","3614","3768","3.00E-06","46.2"
"735687707","AJA40024.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","188","206","214","232","1.9","27.3"
"735687707","AJA40024.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","66","105","280","321","3.6","26.6"
"735687707","AJA40024.1","Vascular endothelial growth factor receptor 1","DB00398 DB01268 DB04879 DB05075 DB05913 DB06080 DB06101 DB06589 DB06626 DB07288 DB08896 DB09078 DB09079","13","50","14","7","0","211","224","146","159","4.7","26.2"
"735687705","AJA40023.1","Genome polyprotein","DB04473","1","70.47","298","86","2","1","297","2981","3277","2.00E-139","436"
"735687705","AJA40023.1","Genome polyprotein","DB01693 DB01752","2","67.34","297","96","1","1","297","2980","3275","2.00E-133","419"
"735687705","AJA40023.1","Genome polyprotein","DB04137","1","25.26","190","96","6","43","221","3614","3768","4.00E-06","45.8"
"735687705","AJA40023.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","81","120","280","321","4.2","26.6"
"591399176","AHL37808.1","Genome polyprotein","DB04473","1","56.36","3387","1429","26","1","3379","38","3383","0","3947"
"591399176","AHL37808.1","Genome polyprotein","DB01693 DB01752","2","55.5","3382","1464","23","1","3379","38","3381","0","3899"
"591399176","AHL37808.1","Genome polyprotein","DB04473","1","49.71","1028","501","10","254","1280","1","1013","0","1089"
"591399176","AHL37808.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1439","2082","1043","1683","0","890"
"591399176","AHL37808.1","Genome polyprotein","DB08644","1","23.99","421","270","14","1498","1895","1065","1458","3.00E-12","70.9"
"591399176","AHL37808.1","Genome polyprotein","DB08701","1","24.76","424","269","14","1499","1899","1070","1466","8.00E-12","69.3"
"591399176","AHL37808.1","Genome polyprotein","DB07238","1","23.52","421","272","14","1498","1895","1065","1458","5.00E-11","67"
"591399176","AHL37808.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.52","421","272","14","1498","1895","1065","1458","2.00E-10","64.7"
"591399176","AHL37808.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","23.52","421","272","14","1498","1895","1065","1458","2.00E-10","64.7"
"591399176","AHL37808.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","23.52","421","272","14","1498","1895","1065","1458","3.00E-10","64.3"
"591399176","AHL37808.1","Genome polyprotein","DB01720 DB04005","2","22.84","429","287","13","1485","1895","1056","1458","7.00E-10","63.2"
"591399176","AHL37808.1","Genome polyprotein","DB04137","1","25.69","436","285","18","1598","2007","1840","2262","2.00E-09","61.6"
"591399176","AHL37808.1","Genome polyprotein","DB04137","1","25.26","190","96","6","3018","3196","3614","3768","9.00E-05","46.2"
"591399176","AHL37808.1","Genome polyprotein","DB08747","1","23.04","421","274","13","1498","1895","1065","1458","3.00E-09","60.8"
"591399176","AHL37808.1","Genome polyprotein","DB03388 DB03647","2","22.7","423","279","13","1499","1899","1070","1466","1.00E-08","58.9"
"591399176","AHL37808.1","NS3/4A protein","DB05521 DB08873","2","24.32","444","265","18","1476","1890","26","427","1.00E-07","55.1"
"591399176","AHL37808.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","931","1008","120","206","0.17","34.3"
"591399176","AHL37808.1","NS3 protease","DB06290 DB07582","2","24.39","123","75","4","1508","1622","49","161","2.3","30.4"
"591399176","AHL37808.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","26.19","84","58","2","989","1068","152","235","2.3","31.2"
"685052338","BAP47441.1","Genome polyprotein","DB04473","1","56.3","3430","1442","29","1","3418","1","3385","0","3976"
"685052338","BAP47441.1","Genome polyprotein","DB01693 DB01752","2","55.41","3418","1482","24","3","3416","2","3381","0","3926"
"685052338","BAP47441.1","Genome polyprotein","DB04473","1","48.29","1083","540","11","291","1372","1","1064","0","1103"
"685052338","BAP47441.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1476","2119","1043","1683","0","889"
"685052338","BAP47441.1","Genome polyprotein","DB08644","1","23.52","421","272","13","1535","1932","1065","1458","7.00E-12","69.7"
"685052338","BAP47441.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","1.00E-11","68.9"
"685052338","BAP47441.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","8.00E-11","66.2"
"685052338","BAP47441.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","3.00E-10","63.9"
"685052338","BAP47441.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","4.00E-10","63.9"
"685052338","BAP47441.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3055","3233","3614","3768","6.00E-05","46.6"
"685052338","BAP47441.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","4.00E-10","63.9"
"685052338","BAP47441.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","5.00E-10","63.5"
"685052338","BAP47441.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","1.00E-09","62"
"685052338","BAP47441.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","4.00E-09","60.5"
"685052338","BAP47441.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","2.00E-08","58.5"
"685052338","BAP47441.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","9.00E-08","55.5"
"685052338","BAP47441.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.26","33.9"
"685052338","BAP47441.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.3","30.4"
"685052338","BAP47441.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","4","30.4"
"630866988","AHZ08798.1","Genome polyprotein","DB04473","1","66.67","63","21","0","4","66","1956","2018","2.00E-25","97.8"
"630866988","AHZ08798.1","Genome polyprotein","DB04473","1","64.62","65","23","0","2","66","1545","1609","2.00E-24","94.7"
"630866988","AHZ08798.1","Genome polyprotein","DB01693 DB01752","2","64.62","65","23","0","2","66","1955","2019","3.00E-24","94.7"
"630866988","AHZ08798.1","Serine/threonine-protein kinase haspin","DB04604 DB07698 DB07995 DB08004","4","37.93","29","18","0","31","59","505","533","3.1","23.1"
"630866988","AHZ08798.1","Ribose-5-phosphate isomerase A","DB02053 DB03745","2","29.09","55","30","1","21","66","19","73","4.6","22.7"
"630866988","AHZ08798.1","Plasma kallikrein","DB05311","1","40","20","12","0","16","35","25","44","5.7","22.3"
"630866988","AHZ08798.1","Urease subunit beta","DB02899","1","32","25","17","0","42","66","16","40","8.7","21.9"
"631250743","AHZ13508.1","Genome polyprotein","DB04473","1","56.35","3427","1445","28","1","3418","1","3385","0","3972"
"631250743","AHZ13508.1","Genome polyprotein","DB01693 DB01752","2","55.32","3418","1485","24","3","3416","2","3381","0","3910"
"631250743","AHZ13508.1","Genome polyprotein","DB04473","1","49.71","1028","501","10","291","1317","1","1013","0","1089"
"631250743","AHZ13508.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1476","2119","1043","1683","0","890"
"631250743","AHZ13508.1","Genome polyprotein","DB08644","1","23.99","421","270","14","1535","1932","1065","1458","4.00E-12","70.5"
"631250743","AHZ13508.1","Genome polyprotein","DB08701","1","24.76","424","269","14","1536","1936","1070","1466","1.00E-11","69.3"
"631250743","AHZ13508.1","Genome polyprotein","DB07238","1","23.52","421","272","14","1535","1932","1065","1458","5.00E-11","66.6"
"631250743","AHZ13508.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.52","421","272","14","1535","1932","1065","1458","3.00E-10","64.3"
"631250743","AHZ13508.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","23.39","449","291","15","1535","1957","1065","1486","3.00E-10","64.3"
"631250743","AHZ13508.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","23.39","449","291","15","1535","1957","1065","1486","4.00E-10","63.5"
"631250743","AHZ13508.1","Genome polyprotein","DB01720 DB04005","2","22.84","429","287","13","1522","1932","1056","1458","8.00E-10","62.8"
"631250743","AHZ13508.1","Genome polyprotein","DB04137","1","25.69","436","285","18","1635","2044","1840","2262","2.00E-09","61.6"
"631250743","AHZ13508.1","Genome polyprotein","DB04137","1","25.26","190","96","6","3055","3233","3614","3768","9.00E-05","46.2"
"631250743","AHZ13508.1","Genome polyprotein","DB08747","1","22.82","425","278","13","1535","1936","1065","1462","3.00E-09","60.8"
"631250743","AHZ13508.1","Genome polyprotein","DB03388 DB03647","2","22.7","423","279","13","1536","1936","1070","1466","1.00E-08","58.9"
"631250743","AHZ13508.1","NS3/4A protein","DB05521 DB08873","2","24.32","444","265","18","1513","1927","26","427","2.00E-07","54.7"
"631250743","AHZ13508.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.17","34.3"
"631250743","AHZ13508.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","26.19","84","58","2","1026","1105","152","235","2.2","31.6"
"631250743","AHZ13508.1","NS3 protease","DB06290 DB07582","2","24.39","123","75","4","1545","1659","49","161","2.4","30.4"
"647734798","AIC06934.1","Genome polyprotein","DB04473","1","58.02","505","199","6","1","504","281","773","0","611"
"647734798","AIC06934.1","Genome polyprotein","DB04473","1","53.86","505","222","6","1","504","1","495","0","587"
"647734798","AIC06934.1","Genome polyprotein","DB01693 DB01752","2","53.66","505","223","6","1","504","281","775","0","584"
"647734798","AIC06934.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","159","231","7","83","1.7","28.5"
"647734798","AIC06934.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","268","297","2","31","3.6","27.7"
"647734798","AIC06934.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","22.77","101","74","1","289","385","161","261","4.7","26.9"
"647734798","AIC06934.1","Sucrose porin","DB02772","1","31.43","70","31","3","141","210","95","147","5.8","26.9"
"647734798","AIC06934.1","Gastric triacylglycerol lipase","DB01083 DB02457","2","33.33","51","33","1","375","424","145","195","6.1","26.9"
"647734798","AIC06934.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","177","252","97","159","7.2","26.6"
"647734798","AIC06934.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","177","252","98","160","7.8","26.6"
"636632078","AIA09362.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"636632078","AIA09362.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"636632078","AIA09362.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"636632078","AIA09362.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"636632078","AIA09362.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632078","AIA09362.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632078","AIA09362.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632078","AIA09362.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"636632078","AIA09362.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"636632076","AIA09361.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"636632076","AIA09361.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"636632076","AIA09361.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"636632076","AIA09361.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"636632076","AIA09361.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632076","AIA09361.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632076","AIA09361.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"636632076","AIA09361.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"636632076","AIA09361.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"612348045","AHX00706.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"612348045","AHX00706.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"612348045","AHX00706.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"612348045","AHX00706.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"612348045","AHX00706.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348045","AHX00706.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348045","AHX00706.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348045","AHX00706.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"612348045","AHX00706.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"612348043","AHX00705.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"612348043","AHX00705.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"612348043","AHX00705.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"612348043","AHX00705.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"612348043","AHX00705.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348043","AHX00705.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348043","AHX00705.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"612348043","AHX00705.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"612348043","AHX00705.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"592746969","AHL43505.1","Genome polyprotein","DB04473","1","56.02","3340","1411","30","1","3327","1","3295","0","3853"
"592746969","AHL43505.1","Genome polyprotein","DB01693 DB01752","2","55.12","3329","1453","23","3","3327","2","3293","0","3806"
"592746969","AHL43505.1","Genome polyprotein","DB04473","1","49.71","1028","501","9","291","1317","1","1013","0","1100"
"592746969","AHL43505.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1476","2119","1043","1683","0","888"
"592746969","AHL43505.1","Genome polyprotein","DB08644","1","23.52","421","272","13","1535","1932","1065","1458","1.00E-11","68.9"
"592746969","AHL43505.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","2.00E-11","68.2"
"592746969","AHL43505.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","2.00E-10","65.1"
"592746969","AHL43505.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","5.00E-10","63.5"
"592746969","AHL43505.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","7.00E-10","63.2"
"592746969","AHL43505.1","Genome polyprotein","DB04137","1","25.26","190","96","7","3055","3233","3614","3768","6.00E-04","43.5"
"592746969","AHL43505.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","7.00E-10","62.8"
"592746969","AHL43505.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","8.00E-10","62.8"
"592746969","AHL43505.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","2.00E-09","61.2"
"592746969","AHL43505.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","8.00E-09","59.3"
"592746969","AHL43505.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","3.00E-08","57.4"
"592746969","AHL43505.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","1.00E-07","55.1"
"592746969","AHL43505.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.25","33.9"
"592746969","AHL43505.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.3","30.4"
"592746969","AHL43505.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","3.5","30.8"
"592746966","AHL43504.1","Genome polyprotein","DB04473","1","56.19","3431","1444","31","1","3418","1","3385","0","3972"
"592746966","AHL43504.1","Genome polyprotein","DB01693 DB01752","2","55.32","3418","1485","24","3","3416","2","3381","0","3918"
"592746966","AHL43504.1","Genome polyprotein","DB04473","1","49.71","1028","501","9","291","1317","1","1013","0","1100"
"592746966","AHL43504.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1476","2119","1043","1683","0","887"
"592746966","AHL43504.1","Genome polyprotein","DB08644","1","23.52","421","272","13","1535","1932","1065","1458","9.00E-12","69.3"
"592746966","AHL43504.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","2.00E-11","68.2"
"592746966","AHL43504.1","Genome polyprotein","DB07238","1","22.84","429","265","13","1535","1932","1065","1458","2.00E-10","65.1"
"592746966","AHL43504.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","5.00E-10","63.5"
"592746966","AHL43504.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","6.00E-10","63.2"
"592746966","AHL43504.1","Genome polyprotein","DB04137","1","25.26","190","96","7","3055","3233","3614","3768","6.00E-04","43.5"
"592746966","AHL43504.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","6.00E-10","63.2"
"592746966","AHL43504.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","8.00E-10","62.8"
"592746966","AHL43504.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","2.00E-09","61.2"
"592746966","AHL43504.1","Genome polyprotein","DB08747","1","22.61","429","266","13","1535","1932","1065","1458","9.00E-09","59.3"
"592746966","AHL43504.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","3.00E-08","57.8"
"592746966","AHL43504.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","1.00E-07","55.1"
"592746966","AHL43504.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.26","33.9"
"592746966","AHL43504.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.5","30.4"
"592746966","AHL43504.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","3.5","30.8"
"592746964","AHL43503.1","Genome polyprotein","DB04473","1","55.46","3431","1469","31","1","3418","1","3385","0","3905"
"592746964","AHL43503.1","Genome polyprotein","DB01693 DB01752","2","54.74","3418","1505","24","3","3416","2","3381","0","3860"
"592746964","AHL43503.1","Genome polyprotein","DB04473","1","49.22","1028","506","9","291","1317","1","1013","0","1083"
"592746964","AHL43503.1","Genome polyprotein","DB04473","1","63.31","646","230","4","1476","2119","1043","1683","0","850"
"592746964","AHL43503.1","Genome polyprotein","DB08701","1","24.06","424","272","15","1536","1936","1070","1466","3.00E-09","60.8"
"592746964","AHL43503.1","Genome polyprotein","DB08644","1","23.04","421","274","14","1535","1932","1065","1458","4.00E-09","60.5"
"592746964","AHL43503.1","Genome polyprotein","DB07238","1","22.17","433","271","14","1535","1936","1065","1462","3.00E-08","57.8"
"592746964","AHL43503.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","22.61","429","266","15","1535","1932","1065","1458","9.00E-08","55.8"
"592746964","AHL43503.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.32","457","286","15","1535","1957","1065","1486","1.00E-07","55.5"
"592746964","AHL43503.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.32","457","286","15","1535","1957","1065","1486","2.00E-07","55.1"
"592746964","AHL43503.1","NS3/4A protein","DB05521 DB08873","2","24.6","443","265","19","1513","1927","26","427","3.00E-07","53.5"
"592746964","AHL43503.1","Genome polyprotein","DB01720 DB04005","2","21.74","437","282","13","1522","1932","1056","1458","4.00E-07","53.9"
"592746964","AHL43503.1","Genome polyprotein","DB04137","1","26.04","457","257","22","1635","2044","1840","2262","8.00E-07","52.8"
"592746964","AHL43503.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3055","3233","3614","3768","7.00E-05","46.6"
"592746964","AHL43503.1","Genome polyprotein","DB08747","1","21.94","433","272","14","1535","1936","1065","1462","2.00E-06","52"
"592746964","AHL43503.1","Genome polyprotein","DB03388 DB03647","2","22.22","423","281","14","1536","1936","1070","1466","2.00E-06","51.6"
"592746964","AHL43503.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.26","33.9"
